ClientID,Name,District,State,Client UID,id
ZW010667,Katiyo Clinic,Mutasa,Manicaland,cc875ec70f034e9aabcfa1d783583fb2,client-1212
ZW010665,Haparari Clinic,Mutasa,Manicaland,0cbcb8a8e8314d0583773ac9301197ae,client-1213
ZW010664,Eastern Highlands Plantations Clinic,Mutasa,Manicaland,26e0ad6d44584e9eb6dab77dd5d6b1dc,client-1214
ZW010645,Chinamasa Clinic,Mutasa,Manicaland,66909e1d772e401081bb0915778754e7,client-1215
ZW010643,Zongoro Clinic,Mutasa,Manicaland,2a85e0b6d9b64141be5cf422b034399a,client-1216
ZW010642,Samaringa Clinic,Mutasa,Manicaland,c3803dd2d15f4c89b364049448ad6bbd,client-1217
ZW010641,Samanga Clinic,Mutasa,Manicaland,1c85ea16942e45e3b5a1baef42d9904b,client-1218
ZW010640,Sakupwanya Clinic,Mutasa,Manicaland,2a366f5fab0a41dc80ce20f3bc810d64,client-1219
ZW080428,Magombedze Clinic,Gutu,Masvingo,27cacdf1702844279b641e94abcf0e29,client-122
ZW010639,Sahumani Clinic,Mutasa,Manicaland,76c4811328794b6b8ade94e1285dded4,client-1220
ZW010638,Sagambe Clinic,Mutasa,Manicaland,f032fb8bb1d34abdba58eeebd8033733,client-1221
ZW010637,Sadziwa Clinic,Mutasa,Manicaland,0dda324cea4c4c4aad44fd85c0d6ad4e,client-1222
ZW010635,Zindi Rural Health Centre,Mutasa,Manicaland,212fa37b2bd14f83aae6f7c548306711,client-1223
ZW010633,Ngarura Clinic,Mutasa,Manicaland,f1df46a845054adea217362bcbf75c0e,client-1224
ZW010632,Mwoyoweshumba Clinic,Mutasa,Manicaland,7cfb839e4b3e4303b7a7812319643b41,client-1225
ZW010631,Mutasa Clinic,Mutasa,Manicaland,b92eb0b7345c4f5198431195c5b054ee,client-1226
ZW010630,Mt Jenya Clinic,Mutasa,Manicaland,d2732cef72f447c293eb9870f085b602,client-1227
ZW010629,Mpotedzi Clinic,Mutasa,Manicaland,17300560a4e5474b95911411b27ce4b8,client-1228
ZW010628,Mandeya 2 Clinic,Mutasa,Manicaland,071e5143d84f4c62a667c25cd1df168f,client-1229
ZW080427,Dewure Clinic,Gutu,Masvingo,42ff7c52ceaa4337a51a1d650c472fb1,client-123
ZW010627,Hauna Clinic,Mutasa,Manicaland,b6c9e6d481cf4180b134b86eb6931ea1,client-1230
ZW010626,Guta Clinic,Mutasa,Manicaland,ee699c91f4674b38976f070f9a9e0acb,client-1231
ZW010625,Chitombo Clinic,Mutasa,Manicaland,f648e52653994a69b987c66697473bc4,client-1232
ZW01060F,Hauna District Hospital,Mutasa,Manicaland,1dac06cf475b47a08eb2dd468b339f63,client-1233
ZW01060E,Triashill Mission Hospital,Mutasa,Manicaland,5d872fe576784149abd11bcb3dec8402,client-1234
ZW01060D,St Barbara Mission Hospital,Mutasa,Manicaland,10f11c8adbc64037969253c7af69abf8,client-1235
ZW01060C,Old Mutare Mission Hospital,Mutasa,Manicaland,09d237de229846249e0f32952c6632f2,client-1236
ZW01060B,Bonda Mission Hospital,Mutasa,Manicaland,a24408f539b24c5da759f35e3ed19c6b,client-1237
ZW01060A,Tsonzo Rural Hospital,Mutasa,Manicaland,dc3d60c2c6844757aad89c85bb5457e7,client-1238
ZW010603,Sherukuru Rural Health Centre,Mutasa,Manicaland,fe0e90da18cd4a1a9d72fa28a747447c,client-1239
ZW080426,Denhere Clinic,Gutu,Masvingo,9aa8440ecef84f3a9b84959720e1b8c3,client-124
ZW010602,Rupinda Rural Health Centre,Mutasa,Manicaland,7d3a74a6d2b2435488379804df28a898,client-1240
ZW010601,Chavhanga Clinic,Mutasa,Manicaland,ed132ac56c3847a5916b910cab2c9dbf,client-1241
ZW010591,Chikwariro Clinic,Mutare,Manicaland,afeafa0e6d2f42dd8560e0127de8221f,client-1242
ZW010566,Fern Valley Clinic,Mu,Manicaland,a9bef98c13b14c4f81623c2f3d84432c,client-1243
ZW010565,Florida Clinic,Mu,Manicaland,00bfd3d59047408a91b07d767db3ee97,client-1244
ZW010564,Sakubva Health Centre,Mu,Manicaland,8e50a72c41a54aefa81df7b9f79bb74e,client-1245
ZW010563,Dangamvura Clinic,Mu,Manicaland,f91ae5954e904807bcdf58021bf53aa2,client-1246
ZW010562,Chikanga Clinic,Mu,Manicaland,2aaabe9d4c694e5eb2428316e456d718,client-1247
ZW010561,City Clinic,Mu,Manicaland,af2506230b0b4509b0b1f68a906215d4,client-1248
ZW010560,Hob House Clinic,Mu,Manicaland,45df780ad93d4a1cb6ac0a13f356759e,client-1249
ZW080425,Cheshuro Clinic,Gutu,Masvingo,cbc6319426864149853bee871f99de3e,client-125
ZW010545,Burma Valley Clinic,Mutare,Manicaland,e05d71ec1c8d434ea00c6aaa507be1a0,client-1250
ZW010544,Chipendeke Clinic,Mutare,Manicaland,430dff987bf74ea5853587f9625ad889,client-1251
ZW010543,Chishingwi Clinic,Mutare,Manicaland,48d2caf292114beaba17480ce08077b1,client-1252
ZW010541,Dora Clinic,Mutare,Manicaland,fb95fb1bf8854f65a8c9b125aef3e97a,client-1253
ZW010540,Zumbare Clinic,Mutare,Manicaland,ccfe5ed6c91843c4bf2d6d0392516be8,client-1254
ZW010539,Zimunya Clinic,Mutare,Manicaland,281a7390514845a396117c0d0add1722,client-1255
ZW010538,Odzi Clinic,Mutare,Manicaland,8f60974a99474b0abd684011dce50f5c,client-1256
ZW010537,Rowa Clinic,Mutare,Manicaland,bddf380dbc534cf393d0a1efa552915d,client-1257
ZW010536,Nzvenga Clinic,Mutare,Manicaland,ffc7d71ef1314e1cb05df3f9aae0de0d,client-1258
ZW010535,Mushunje Clinic,Mutare,Manicaland,783c33f5dbc9475286ac0ad2275209ee,client-1259
ZW08040E,Gutu Mission Hospital,Gutu,Masvingo,e01944b1d20e4fb8b9c9f14bcb68f67f,client-126
ZW010534,Chitaka Clinic,Mutare,Manicaland,cca8d9bc68ad40c9a0fa01cefaf5fd1e,client-1260
ZW010533,Mkwada Clinic,Mutare,Manicaland,a79de3dc76c14d6b846a3039036f4086,client-1261
ZW010532,Mutare ZPCS Farm Clinic,Mutare,Manicaland,f2f45478d8d8406499b4f9e27a306b68,client-1262
ZW010531,Masasi Clinic,Mutare,Manicaland,9d1a84365e2f4f9386dee0ba2bc90625,client-1263
ZW010530,Mambwere Clinic,Mutare,Manicaland,742105700f784939a6810437ae51f79f,client-1264
ZW010529,Chitakatira Clinic,Mutare,Manicaland,420093a04a654a9491abdc792b22a69d,client-1265
ZW010527,Chipfatsura Rural Health Centre,Mutare,Manicaland,05217bd41af447438f643c5d1984639a,client-1266
ZW010526,Bezely Bridge Clinic,Mutare,Manicaland,82cd31609a974d55a421ff7a0d352b2d,client-1267
ZW010525,Bakorenhema Clinic,Mutare,Manicaland,96419a4632254cda87a834c6e3459f86,client-1268
ZW010524,ARDA Transau Clinic,Mutare,Manicaland,be796885bde44cbd998e1e18270345cc,client-1269
ZW08040D,Chinyika Rural Hospital,Gutu,Masvingo,8062f5e6258841218a3632e1b7dc7be3,client-127
ZW010521,Leekuil Takunda Clinic,Mutare,Manicaland,ba6b3cae31c745d2994cc147f7d9274e,client-1270
ZW010520,Matanda Clinic,Mutare,Manicaland,e3b661a60b234ed39d93dc7ab95bd728,client-1271
ZW010519,Chitora Clinic,Mutare,Manicaland,26ca8ab930774945bbc3015efd888fce,client-1272
ZW010515,Vumba Clinic,Mutare,Manicaland,bbebaccc15ec41c2b616c3ea653aa42d,client-1273
ZW010513,Zvipiripiri Rural Health Centre,Mutare,Manicaland,d2ed59bf8cdb4e9db5a6a0e38835252d,client-1274
ZW010512,Nyamazura Rural Health Centre,Mutare,Manicaland,43236112a12c434cbeb19c1e506f6de0,client-1275
ZW010511,Nyagundi Clinic,Mutare,Manicaland,10e5eea46bf348b2a6bdc983677681b2,client-1276
ZW010510,Munyarari Clinic,Mutare,Manicaland,077b12c1939b4bc38ab264e04c08b26b,client-1277
ZW01050G,St Joseph's Mission Hospital,Mutare,Manicaland,f1f2ff54c48445bb96638cce37f68c61,client-1278
ZW01050F,St Andrew's Mission Hospital,Mutare,Manicaland,88e55729b20d4703aa3714a1d152cc33,client-1279
ZW08040B,Chimombe Rural Hospital,Gutu,Masvingo,74f2f4d1f7954a2f8be881b1ef80de7f,client-128
ZW01050E,Marange Rural Hospital,Mutare,Manicaland,7d9a700c5829455f987ec2c7e77fc060,client-1280
ZW01050C,Sakubva District Hospital,Mutare,Manicaland,c809a46516ad4cd59368ca9d303fa8d6,client-1281
ZW01050B,Mutare Infectious Diseases Hospital,Mu,Manicaland,b664320619b74de8a8be2f3bc6b64c3f,client-1282
ZW01050A,Mutare Provincial Hospital,Mutare,Manicaland,4a685b3e5c51422586e56a2e6b83d9b2,client-1283
ZW010509,Mount Zuma Clinic,Mutare,Manicaland,92acd13b91724f52a0e255e1a6d2bf17,client-1284
ZW010508,Chiwere Clinic,Mutare,Manicaland,5c88bf026ee4494f9deaa320c940b023,client-1285
ZW010507,St Werburghs Clinic,Mutare,Manicaland,fad83f5a0bd04bedaae2a45614689c22,client-1286
ZW010506,Muromo Rural Health Centre,Mutare,Manicaland,0bfb1ea3fa4f448a9b573748f1d1ff77,client-1287
ZW010504,Gutaurare Rural Health Centre,Mutare,Manicaland,a4479dbb048d4567a7971bba83fd9dc0,client-1288
ZW010503,Mavhiza Clinic,Mutare,Manicaland,0380ab115ca3400596cb01ce6d2b3592,client-1289
ZW08040A,Gutu Rural Hospital,Gutu,Masvingo,961bdaf6269d4fbe937eb1ca8d795aea,client-129
ZW010502,Chiadzwa Rural Health Centre,Mutare,Manicaland,257d59966147460b9b90739d9a2559a7,client-1290
ZW010501,Bwizi Rural Health Centre,Mutare,Manicaland,9be20d5e8c414b06b85344c0ae834ba6,client-1291
ZW010492,Arnoldine Mission Clinic,Makoni,Manicaland,b525d8d384134cf9b334914dad7f5349,client-1292
ZW010491,Nyazura Mission Clinic,Makoni,Manicaland,8be81d735b1e492983abee9dfdc28cf8,client-1293
ZW010482,Mukuwapasi Rehab Clinic,Makoni,Manicaland,586177bd0b08428887ba4a019c0a6a1f,client-1294
ZW010481,Mukuwapasi Rehab Clinic,Makoni,Manicaland,77cbf13a190145eb996d106572ab5680,client-1295
ZW010475,Rusape ZRP Camp Clinic,Makoni,Manicaland,ab29f11016f74306abd5ae4ce4dd7970,client-1296
ZW010474,Rusape ZPCS Clinic,Makoni,Manicaland,db4b5db771554f5187f96abfe7cb2bac,client-1297
ZW010474,Rusape ZPCS Clinic,Makoni,Manicaland,65306dc77aed4dd1ba128239d5a371b9,client-1298
ZW010447,Sangano Clinic,Makoni,Manicaland,c83c520b8e524b6b914e081533581bcf,client-1299
ZW090A10,Nkulumane Clinic,Nkulumane,Bulawayo,4c114c40a058425e803f3545ef98263a,client-13
ZW080409,Zvavahera Rural Health Centre,Gutu,Masvingo,44a0fdf299f04b4aa540b81d211e4e81,client-130
ZW010446,Nyamusosa Clinic,Makoni,Manicaland,534512871ebd435eac744b2fba2bb8c5,client-1300
ZW010445,Chinyadza Clinic,Makoni,Manicaland,364ba06ecc484552964087e3c271e21f,client-1301
ZW010444,Mavhudzi Clinic,Makoni,Manicaland,8864941117a74e679fb46ffdb3877456,client-1302
ZW010443,Ringanayi Clinic,Makoni,Manicaland,400e082a9fbc40bf83ad686df4b9f17d,client-1303
ZW010442,Vengere Clinic,Makoni,Manicaland,06402d6de1c64fd98cf8b33c6e846f34,client-1304
ZW010441,Mubvurungwa Clinic,Makoni,Manicaland,b137cd6b9c4d45228121f6b96965b69c,client-1305
ZW010440,Headlands Clinic,Makoni,Manicaland,dffe62042a314d19b873bb6254d04156,client-1306
ZW010439,Mufusire Clinic,Makoni,Manicaland,f97239dae5374ade8e19dcf6bb017cdc,client-1307
ZW010438,Maurice Nyagumbo Clinic,Makoni,Manicaland,01825fbdb3eb4459a1bcb20e73a6bc67,client-1308
ZW010437,Era Mine Clinic,Makoni,Manicaland,cc91b38846e043bcb3ad83b215b87500,client-1309
ZW080408,Chitando Rural Health Centre,Gutu,Masvingo,508f09ca3b2c4afaa3231a6042e952b3,client-131
ZW010436,Tsanzaguru Clinic,Makoni,Manicaland,f8dc9e03d7734bcdac00c4ee2216997e,client-1310
ZW010435,Toriro Clinic,Makoni,Manicaland,fdd433fcebee40a1a4f9acd502083545,client-1311
ZW010434,Tandi Clinic,Makoni,Manicaland,305b241011334442a2a03d66c9baa1d5,client-1312
ZW010433,Rukweza Clinic,Makoni,Manicaland,cefd34acc13f4dd79873b1f6d547a6fd,client-1313
ZW010432,Mukamba Clinic,Makoni,Manicaland,93b6316bbb69483e8f2dd05ed3b9d732,client-1314
ZW010431,Nyamidzi Clinic,Makoni,Manicaland,4a50efa0ce6946a980fb322ea9a840fd,client-1315
ZW010430,Matsika Clinic,Makoni,Manicaland,9bea95522a544630b3857e38912fb246,client-1316
ZW010429,Dumbabwe Clinic,Makoni,Manicaland,d6cd968fce704ad19d77f966bbfd6260,client-1317
ZW010428,Dowa Clinic,Makoni,Manicaland,ebdc21e0e60b46eea9e1c472aa48d337,client-1318
ZW010427,Nyazura Clinic,Makoni,Manicaland,a7c20dd670b846ed8cfee6db55dbaca8,client-1319
ZW080406,Soti Source Rural Health Centre,Gutu,Masvingo,237febac3ef34c308d6ba7e0951e31fb,client-132
ZW010426,Chikore Clinic,Makoni,Manicaland,6b3f971361474b33b465d0a0249e2b3a,client-1320
ZW010425,Chiduku Clinic,Makoni,Manicaland,0b6c9f38993a48ddb0997a86f0084e53,client-1321
ZW010420,Nyamukamani Rural Health Centre,Makoni,Manicaland,84fd9c0325aa40d492bb19d4a980c944,client-1322
ZW010419,Nyahukwe Rural Health Centre,Makoni,Manicaland,12f2fff4367f4259b14e1f1b527c9052,client-1323
ZW010418,Nyahowe Rural Health Centre,Makoni,Manicaland,1ec7409052274ebfb3205b47283eaef6,client-1324
ZW010415,Mayo 2 Rural Health Centre,Makoni,Manicaland,df006315e39b4e6e82d0fcf56e122027,client-1325
ZW010414,Mayo 1 Rural Health Centre,Makoni,Manicaland,a869a3a91a31460cb572230176a98a58,client-1326
ZW010413,Matotwe Rural Health Centre,Makoni,Manicaland,fb4dac2ffea6414ca4757a72785d5fdf,client-1327
ZW010412,Masvosva Rural Health Centre,Makoni,Manicaland,df91ac0d405b40929f190fea954355fa,client-1328
ZW010411,Maparura Rural Health Centre,Makoni,Manicaland,2360ee7ff6ae420aad048660ffb88306,client-1329
ZW080405,Nemashakwe Rural Health Centre,Gutu,Masvingo,b5b067069d1d428a953be966b0c9bde1,client-133
ZW010410,Katsenga Rural Health Centre,Makoni,Manicaland,4095c882471e4e0784e169b670a64a8b,client-1330
ZW01040F,St Therese's Mission Hospital,Makoni,Manicaland,3c201785b9284640be55f6315fed044e,client-1331
ZW01040E,St Michael's Tanda Mission Hospital,Makoni,Manicaland,b18beaf6062c4db798b841b5db4704d0,client-1332
ZW01040D,Nedewedzo Rural Hospital,Makoni,Manicaland,26274fcdfcc94a1084d87bb54f90d02c,client-1333
ZW01040C,Makoni Rural Hospital,Makoni,Manicaland,5c183904263742949faa9a35065b5f95,client-1334
ZW01040B,Weya Rural Hospital,Makoni,Manicaland,1b8990eb97774640a45bbbcef45ac440,client-1335
ZW01040A,Rusape District Hospital,Makoni,Manicaland,90992e8f185448e895d56d9004aae8f1,client-1336
ZW010409,Gowakowa Rural Health Centre,Makoni,Manicaland,6e2c5896e9b24fb7969d86054652df6f,client-1337
ZW010407,Groobi Spring Rural Health Centre,Makoni,Manicaland,968ca30a9f6b4b4ea1086c0fe891c18c,client-1338
ZW010406,Chinyudze Rural Health Centre,Makoni,Manicaland,c6af4c5dc2254900bbdb1665f330dc50,client-1339
ZW080404,Mutema Rural Health Centre,Gutu,Masvingo,e57c6f2cb4bb46d49ad4ac2e1af016bb,client-134
ZW010405,Chinyika 2 Rural Health Centre,Makoni,Manicaland,9ec1558d21e44309bd2d9632f99c0460,client-1340
ZW010404,Chinyika 1 Rural Health Centre,Makoni,Manicaland,0850637a56554cc38db1a40077b9be6f,client-1341
ZW010403,Chinhenga Rural Health Centre,Makoni,Manicaland,0f34ff56c0d14521b281c60e2566b280,client-1342
ZW010402,Chikobvore Rural Health Centre,Makoni,Manicaland,fde9b48ac3cd426982a2d4fce9a215f5,client-1343
ZW010401,Bamba Rural Health Centre,Makoni,Manicaland,69388ec9725948b3baac5a7e26978c3d,client-1344
ZW010390,Gwenzi Clinic,Chipinge,Manicaland,b80de4c5a97043498d26cb1ff8024744,client-1345
ZW010372,Zona Clinic,Chipinge,Manicaland,846766e6b88a4a48937d3177ca2844d2,client-1346
ZW010371,Ratelshoek Clinic,Chipinge,Manicaland,69555b943e564325aa3e5ba0938a95d3,client-1347
ZW010369,Southdowns Clinic,Chipinge,Manicaland,6fa9430518b54d2c88dae15bddc0d9a3,client-1348
ZW010367,Silver Stream Clinic,Chipinge,Manicaland,1e0400f18a40450ea4e29d14ae6e25a2,client-1349
ZW080403,Matizha Rural Health Centre,Gutu,Masvingo,38ef435e8b2e4e27b29828844086e263,client-135
ZW010366,New Year's Gift Clinic,Chipinge,Manicaland,ac463927839e4607b0a05fbb2f4af744,client-1350
ZW010365,ARDA Middle Sabi,Chipinge,Manicaland,2fe344a7c2cc44f298276b183c0b9fa1,client-1351
ZW010364,Jersey Clinic,Chipinge,Manicaland,8bc73b881eb34096984049ba67835438,client-1352
ZW010362,Clear Water Clinic,Chipinge,Manicaland,0ed486590c884d838a887224c1382615,client-1353
ZW010361,ARDA Chisumbanje Clinic,Chipinge,Manicaland,e7ad37cf768d4608aef4f2803ed3aa1c,client-1354
ZW010351,Nyunga Clinic,Chipinge,Manicaland,008b8f113a9f40129ef175f5a0e76d1b,client-1355
ZW010350,Tamandayi Clinic,Chipinge,Manicaland,5b2beb8a81084d4ab8fc5ece426d5585,client-1356
ZW010349,Chipinge Town Clinic,Chipinge,Manicaland,80ce33c9066b4fff852dad605c6c8f39,client-1357
ZW010348,Junction Gate Clinic,Chipinge,Manicaland,093f234bae1d4066b0198a2c6e061f03,client-1358
ZW010347,Gaza Clinic,Chipinge,Manicaland,4387dd7aa18d40978cc745e081037533,client-1359
ZW080402,Majada Rural Health Centre,Gutu,Masvingo,1140d68cf28d444b9bf1cb84844b7dc1,client-136
ZW010346,Chiriga Clinic,Chipinge,Manicaland,3cc801fff2ce4bdca9725d3b210ec051,client-1360
ZW010345,Chipangayi Clinic,Chipinge,Manicaland,67c69baa9cd74c64b7a368af76894ded,client-1361
ZW010340,Maparadza Clinic,Chipinge,Manicaland,8279da63d16a4069acacad29de23eda2,client-1362
ZW010339,Chisuma Clinic,Chipinge,Manicaland,646ffb09899a4006b353d6f1ea52fa65,client-1363
ZW010338,Chichichi Clinic,Chipinge,Manicaland,b97d0baba9424f1797642a0377e92939,client-1364
ZW010337,Zamuchia Clinic,Chipinge,Manicaland,9d42577fac8b41a79077959f24b4748d,client-1365
ZW010336,Veneka Clinic,Chipinge,Manicaland,f7e37cc39781485eb1f320190d7ab014,client-1366
ZW010335,Rimbi Clinic,Chipinge,Manicaland,9a7acd80c2e44cebae5cb15c2eaa66e7,client-1367
ZW010334,Ngaone Clinic,Chipinge,Manicaland,50f06de7b69747cf838e868c8f47e6a2,client-1368
ZW010333,Mutema Clinic,Chipinge,Manicaland,90e0e10b4a8540f8823ce5388765a8ad,client-1369
ZW080401,Mushaviri Rural Health Centre,Gutu,Masvingo,782bb6953e604f32b57327e87e3bce12,client-137
ZW010332,Mutandahwe Clinic,Chipinge,Manicaland,ae5c4b06bc9b438fb6c1207b97ecea8b,client-1370
ZW010331,Musani Clinic,Chipinge,Manicaland,0af01466b9354d6fbecefc514c57c66b,client-1371
ZW010330,Manzvire Clinic,Chipinge,Manicaland,0c3cf3f2921e44669f5d35050c302bf4,client-1372
ZW010329,Madhuko Clinic,Chipinge,Manicaland,aef18a5129a445afae74b5a36d503cbc,client-1373
ZW010328,Kondo Clinic,Chipinge,Manicaland,f4dde846bef54a42b5332f50a4bb4287,client-1374
ZW010327,Hwakwata Clinic,Chipinge,Manicaland,f4d34aa6f9c54218880a5af43f81ccdd,client-1375
ZW010326,Gumira Clinic,Chipinge,Manicaland,30abd44a1882445ab1265de0088065b8,client-1376
ZW010325,Chibuwe Clinic,Chipinge,Manicaland,8cffab2e4efd4ce191b99964652e609e,client-1377
ZW010318,Chipinge ZPS Clinic,Chipinge,Manicaland,2396f337d48a4483b1171f9e32c4d32d,client-1378
ZW010317,Chipinge ZRP Camp Clinic,Chipinge,Manicaland,6c11f817888e40fc98ef97673edf8bf7,client-1379
ZW080391,Chivi Mission Clinic,Chivi,Masvingo,c9ac6ca2cc81465e8e4b4e26e3f42e1a,client-138
ZW010316,Tuzuka Clinic,Chipinge,Manicaland,3063880802344af19fa88f85a09b684d,client-1380
ZW010315,Tongogara Refuge Camp Clinic,Chipinge,Manicaland,fc113f7bff8e48969d15a2abe72129ff,client-1381
ZW010314,Tanganda Rural Health Centre,Chipinge,Manicaland,f73d55c0202540139374bc68a4f56ac1,client-1382
ZW010312,Paidamoyo Rural Health Centre,Chipinge,Manicaland,d97b2027ec024d83a3330cd8bdd222a2,client-1383
ZW010311,Musiriswe Rural Health Centre,Chipinge,Manicaland,46edfa56a7604537a1ac76e8e2ecc353,client-1384
ZW01030D,St Peter's Mission Hospital,Chipinge,Manicaland,28804fabcba54335a84b04dcdbd5678d,client-1385
ZW01030C,Mt Selinda Hospital,Chipinge,Manicaland,95ae1bf8c5cf4546a58e2615743e5d9f,client-1386
ZW01030B,Chikore Mission Hospital,Chipinge,Manicaland,7664aec85b2a433e8f7aa53f931737e8,client-1387
ZW010309,Mahenye Rural Health Centre,Chipinge,Manicaland,c256b67e4d504ab5b10108cac502d8ee,client-1388
ZW010307,Mabee Rural Health Centre,Chipinge,Manicaland,0331e0b9e1ec46909685562c290ee3d8,client-1389
ZW080333,Vutete,Chivi,Masvingo,9e253dfbf2774ca8a690e73bcdce9cd9,client-139
ZW010306,Kopera Rural Health Centre,Chipinge,Manicaland,9e0bf620ffdc4ec4a5878cbda8a7d008,client-1390
ZW010303,Chinyamukwakwa Rural Health Centre,Chipinge,Manicaland,989f76aa155044af95b72d34191367ef,client-1391
ZW010266,Tilbury Clinic,Chimanimani,Manicaland,9dac006283e44be3bdcb8f371362c2df,client-1392
ZW010264,Roscommon Clinic,Chimanimani,Manicaland,3c69e9039ddf410ba8e708b0ff4e824f,client-1393
ZW010261,Charter Estate Clinic,Chimanimani,Manicaland,43f8b9ed124c4f528b596b4070014b60,client-1394
ZW010251,Arda Rusitu Clinic,Chimanimani,Manicaland,3ca2f754728748f0b97ea144f5496c2d,client-1395
ZW010232,Shinja Clinic,Chimanimani,Manicaland,5dedf1a55ad34e7280001d2df313af28,client-1396
ZW010231,Ngorima Clinic,Chimanimani,Manicaland,26c36059eeb74447baf270349d079608,client-1397
ZW010230,Mutsvangwa Clinic,Chimanimani,Manicaland,af3408444bfa414a863a412a65bdaad5,client-1398
ZW010229,Gudyanga Clinic,Chimanimani,Manicaland,088b5cd1b6fa4608abc0a449ac880092,client-1399
ZW090A0E,Thorngrove Hospital,Northern Suburbs,Bulawayo,4bfd946c0c4148e2a718fdf8f586c64e,client-14
ZW080328,Shindi Satellite Clinic,Chivi,Masvingo,83c24a85ee6f41c58804a14542524eba,client-140
ZW010227,Chikwakwa Clinic,Chimanimani,Manicaland,cf275ae9a01b4df09e54c257015b5c75,client-1400
ZW010226,Chakohwa Clinic,Chimanimani,Manicaland,1ca80debeed346ce902a1daa6f2bc63a,client-1401
ZW01020E,Chimanimani Rural District Hospital,Chimanimani,Manicaland,10dffa0222ee4529b4d6a46b1d56cd61,client-1402
ZW01020D,Rusitu Mission Hospital,Chimanimani,Manicaland,f381c90617ed48479bc9b914bb61c875,client-1403
ZW01020C,Mutambara Mission Hospital,Chimanimani,Manicaland,08967833c74f4d77b21499618183f7e4,client-1404
ZW01020B,Nyanyadzi Rural Hospital,Chimanimani,Manicaland,c837aed49d364c5990e86178f8b123d8,client-1405
ZW01020A,Biriiri Rural Hospital,Chimanimani,Manicaland,a68d1e28d73c4475bce9ed508b577298,client-1406
ZW010208,Muchadziya Rural Health Centre,Chimanimani,Manicaland,82d528b404d74ccf9940de9ec1b205e0,client-1407
ZW010205,Nyahode Clinic,Chimanimani,Manicaland,8e0682d8117e457da19ee0a69a5a94d6,client-1408
ZW010204,Chikukwa Rural Health Centre,Chimanimani,Manicaland,c1643f38959140b39ad9c27dc324a9ed,client-1409
ZW080327,Madamombe Clinic,Chivi,Masvingo,b39ed7bb06a84b539fcf9c42e315329a,client-141
ZW010203,Chayamiti Rural Health Centre,Chimanimani,Manicaland,6a459deb12214e5aa73a330753cd94ec,client-1410
ZW010202,Changazi Rural Health Centre,Chimanimani,Manicaland,8c0ec8e20a0d493698ed94314a19b0eb,client-1411
ZW010201,Bumba Rural Health Centre,Chimanimani,Manicaland,30fa9dd6345d46ee925855bec0012b69,client-1412
ZW010175,Dorowa Clinic,Buhera,Manicaland,650cd362bdba4c908af5b2b33cec25f5,client-1413
ZW010139,Chawatama Rural Health Centre,Buhera,Manicaland,66e13a94d43f43398872352405052734,client-1414
ZW010138,Rambanepasi Clinic,Buhera,Manicaland,d1a08d0ff6d443cabfbe5d837832d1ef,client-1415
ZW010137,Nerutanga Clinic,Buhera,Manicaland,c2d64f93a297452080fda00f1d4e0fe6,client-1416
ZW010136,Muzokomba Clinic,Buhera,Manicaland,2547f15bb1b64ed7a0f5e39e27f49514,client-1417
ZW010135,Mutiusinazita Clinic,Buhera,Manicaland,e3353eefcd874c428b7deb717952d650,client-1418
ZW010134,Mutepfe Clinic,Buhera,Manicaland,a5c19adc7b574a6480ddcfabdb2921ee,client-1419
ZW080326,Davira Clinic,Chivi,Masvingo,937a0dd7e1df482dad2c960ee74a2532,client-142
ZW010133,Gombe Clinic,Buhera,Manicaland,dfa347ab60b14c2eb6e4ffd025bd33e5,client-1420
ZW010132,Gunura Clinic,Buhera,Manicaland,721cc44cf25445bbbd2033cdc712972d,client-1421
ZW010131,Chiwese Clinic,Buhera,Manicaland,967bc243ccc449419556613e0a9128d9,client-1422
ZW010130,Chiwenga Clinic,Buhera,Manicaland,865c2d31e623410cb89196e658abb889,client-1423
ZW010129,Chirozva Clinic,Buhera,Manicaland,442dad5890e34fc3a17fbf5347736e7c,client-1424
ZW010128,Chapwanya Clinic,Buhera,Manicaland,8a9691ca6b8b4803a13c17e23ab11769,client-1425
ZW010127,Chapanduka Clinic,Buhera,Manicaland,d65f314604ac47a0a4cc6f1ccf2c3197,client-1426
ZW010126,Chabata Clinic,Buhera,Manicaland,2a3018652e09409cbdbfa1267eaddd59,client-1427
ZW010125,Bangure Clinic,Buhera,Manicaland,d0ab0978950b48d9a003eeadf4d6043e,client-1428
ZW010124,Mudanda Clinic,Buhera,Manicaland,69e84b8dd1d848138980f5326f695897,client-1429
ZW080325,Chifedza Clinic,Chivi,Masvingo,7c69b27a687f48c0a26e774ef9ccd5ad,client-143
ZW010119,Munyanyi Clinic,Buhera,Manicaland,d8bfdbb84ec54a8693997d3d0495f8be,client-1430
ZW010118,Garamwera Clinic,Buhera,Manicaland,3c5110a53f084db686b7fd9cd3150c25,client-1431
ZW010117,Chimbudzi Clinic,Buhera,Manicaland,2d2aa52b26af4c21a9ffaf1c2253bb51,client-1432
ZW010116,Mudawose Clinic,Buhera,Manicaland,a6b97e47692e42f094874357c5c031d9,client-1433
ZW01010C,Murambinda Mission Hospital,Buhera,Manicaland,e68308ef948d41d9b5ba4027c346e5f6,client-1434
ZW01010B,Birchenough Bridge Hospital,Buhera,Manicaland,e6399255a5884765a63017589243c409,client-1435
